CAS Number;Chemical Name;SMILES;Species Scientific Name;Species Common Name;Species Sub Phylum;Effect;Organism Lifestage;Exposure Duration Mean (Days);Conc 1 Mean (Standardized);Conc 1 Mean Op (Standardized);Conc 1 Units (Standardized)
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;51;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;28;>;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;28;>;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;27;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;9.5;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Egg;4;54.4617553;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Egg;4;55.0009806;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;4;3.502;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Carassius auratus;Goldfish;Vertebrata;Mortality;Not reported;4;81.18;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;28;7.2;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Adult;4;22.2;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;5;58.47;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;5;28.21;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;3;24.6;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;3;7.7;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;3;38.9;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Cyprinodon variegatus;Sheepshead Minnow;Vertebrata;Mortality;Juvenile;4;15;>;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Cyprinodon variegatus;Sheepshead Minnow;Vertebrata;Mortality;Juvenile;4;15;>;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Cyprinodon variegatus;Sheepshead Minnow;Vertebrata;Mortality;Juvenile;4;15;>;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Cyprinodon variegatus;Sheepshead Minnow;Vertebrata;Mortality;Juvenile;4;15;>;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Cyprinodon variegatus;Sheepshead Minnow;Vertebrata;Mortality;Juvenile;4;15;>;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Egg;6;6.25;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Juvenile;4;22;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Juvenile;4;50;>;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Juvenile;4;50;>;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Parr;4;2.5;;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Juvenile;4;50;>;AI mg/L
2795-39-3;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid potassium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;4;11;;AI mg/L
2923-18-4;2,2,2-Trifluoroacetic acid sodium salt (1:1);O=C([O-])C(F)(F)F.[Na+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Not reported;4;1200;>;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Egg;4;386.2667648;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Egg;4;624.2346824;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;4;634;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;2470;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;3330;>;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;2470;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;2890;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;301;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;766;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;634;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;4;624.2346824;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;4;386.2667648;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;1000;>;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;1000;>;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;1000;>;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;1000;>;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;4;420;>;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;70;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;754;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;776;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;4;569;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;4;707;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;4001;;AI mg/L
3825-26-1;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanoic acid, Ammonium salt (1:1);O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;4;4001;;AI mg/L
3871-99-6;1,1,2,2,3,3,4,4,5,5,6,6,6-Tridecafluoro-1-hexanesulfonic acid potassium salt;;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;5;149.331298;;AI mg/L
4151-50-2;N-Ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanesulfonamide;CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;34;;AI mg/L
4151-50-2;N-Ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanesulfonamide;CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not coded;4;9.92;>;AI mg/L
4151-50-2;N-Ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanesulfonamide;CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not coded;4;0.189;;AI mg/L
4151-50-2;N-Ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanesulfonamide;CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not coded;4;2.25;>;AI mg/L
4151-50-2;N-Ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanesulfonamide;CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not coded;4;8;>;AI mg/L
4151-50-2;N-Ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanesulfonamide;CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not coded;4;0.21;>;AI mg/L
13252-13-6;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F;Gobiocypris rarus;Chinese Rare Minnow;Vertebrata;Mortality;Not reported;4;150;>;AI mg/L
13252-13-6;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F;Coryphaena hippurus;Dolphinfish;Vertebrata;Mortality;Embryo;2;20;;AI mg/L
13252-13-6;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F;Coryphaena hippurus;Dolphinfish;Vertebrata;Mortality;Embryo;2;84;;AI mg/L
13252-13-6;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;7;99.01638;~;AI mg/L
13252-13-6;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;4.7917;56.109282;;AI mg/L
13252-13-6;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;7;NR;;AI mg/L
13252-13-6;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Not reported;4;100;>;AI mg/L
13252-13-6;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;7;126.4109118;;AI mg/L
13252-13-6;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Larva;3;552.56;;um
13252-13-6;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Larva;3;618.10;;um
13252-13-6;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;7;NR;;AI mg/L
13252-13-6;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Larva;3;571.63;;um
13252-14-7;2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Larva;3;357.02;;um
13252-14-7;2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Larva;3;99.45;;um
13252-14-7;2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propanoic acid;O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Larva;3;348.99;;um
15096-52-3;Cryolite (Na3(AlF6));;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not coded;4;100;>;AI mg/L
15096-52-3;Cryolite (Na3(AlF6));;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;4;100;>;AI mg/L
15096-52-3;Cryolite (Na3(AlF6));;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;400;>;AI mg/L
15096-52-3;Cryolite (Na3(AlF6));;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;400;>;AI mg/L
15096-52-3;Cryolite (Na3(AlF6));;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not coded;4;100;>;AI mg/L
15096-52-3;Cryolite (Na3(AlF6));;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;160;;AI mg/L
15096-52-3;Cryolite (Na3(AlF6));;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;4;42.5;;AI mg/L
15096-52-3;Cryolite (Na3(AlF6));;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;NR;47;;AI mg/L
